about1,about2,about_family,age2,birth1,birth2,birth3,birth4,body1,body2,brothers,caste1,caste2,city2,college,complexion1,complexion2,created_for,degree,details,drinking1,drinking2,eating1,eating2,education2,employed1,employed2,family_type1,family_type2,father,fields,gotra,have_children,height1,height2,horoscope,income1,income2,last_login,living,manglik1,manglik2,marital_status1,marital_status2,mother,mother1,mother2,nakshatra,occupation,profileID,raasi,religion1,religion2,sisters,smoking1,smoking2,special1,special2,status1,status2,subcaste,url,values1,values2,weight1,weight2
"I am a God fearing, fair and frankly speaking person. I am working as an Accountant in a big company in Saudi, loving in nature, kind heartened person.",,,35 to 50,05 Jan 1960,,Saudi Arabia,,Doesn't Matter,,,Others,,,,Doesn't Matter,,Self,Other School/ Graduation,"53 yrs, 5ft 6in,<br />
					
					
													
						Others,
					
					
													
						Muslim, 
						
					
																							
					
					
					
				
					
							Other School/ Graduation, 				
					
						  	
					
					Finance and Accounts, <br />
					 
					
					Jubail,
					 Saudi Arabia",,,,,,,,,,,,,Yes,5ft 6in,4ft 5in to 6ft,,Unspecified Don't wish to specify,,"
						20 Nov 2012",,Do Not Know,,Widowed,Doesn't Matter,,,,,Finance and Accounts,othm1312308,,Muslim,Muslim,,,,,Doesn't Matter,,,Muslim - Hanafi,,,,45 to 90 [Kgs],
"I am working as professor in s.v.university, my educatonal qualifications are M.Sc, M.Phil, Ph.D.
I am weel settled, no burdens to me. present i am in Tirupati.",,,36 to 46,20 Dec 1960,,India,Hyderabad,Average,Average,,Kamma,Kamma,Hyderabad,,Fair ,Fair,Self,Ph.D. (Doctorate),"52 yrs, 5ft 7in,<br />
					
					
													
						Kamma,
					
					
													
						Hindu, 
						
					
						
						Telugu ,<br />
																							
					
					
					
				
					
							Ph.D. (Doctorate), 				
					
						  	
					
					Education/ Training, <br />
					 
					
					Vijayawada,
					 India",No,No,Non Vegetarian,Non Vegetarian,Doesn't Matter,Central Government,,Nuclear,Doesn't Matter,,,,No,5ft 7in,5ft 1in to 5ft 6in,No,INR 4 lakhs to 5 lakhs,,"
						24 Jul 2013",,Do Not Know,Do Not Know,Never Married,Divorced,,Telugu,Telugu,,Education/ Training,vijm405882,,Hindu,Hindu,,No,No,None,None,Upper Middle Class,Doesn't Matter,,,Traditional,Traditional,68 Kgs,50 to 62 [Kgs]
"I'm easy going person however have righteous values, believes in one God, fun loving, listener, understanding, sincere and honest.",,,,01 Dec 1938,,India,,,,,Catholic,,,,,,Self,B.Com (Commerce),"74 yrs, 5ft 11in,<br />
					
					
													
						Catholic,
					
					
													
						Christian, 
						
					
																							
					
					
					
				
					
							B.Com (Commerce), 				
					
						  	
					
					Finance and Accounts, <br />
					 
					
					Mangalore,
					 Albania",,,,,,,,,,,,,Yes,5ft 11in,,,Unspecified Don't wish to specify,,"
						24 Jul 2013",,,,Divorced,Never Married,,,,,Finance and Accounts,manm385664,,Christian,Hindu,,,,,,,,,,,,,
"German physicist would like to make new aquaintance. 
Like to travel, like sailing in summer and skiing in winter.
Cause of being beside my professional job a member of parliament very busy and suffer from lack of time.
Therefore would like to meet a suitable partner here.",,,,21 Apr 1962,05:45:00,Germany,Others,Doesn't Matter,,,Protestant,,,,Doesn't Matter,,Self,Ph.D. (Doctorate),"51 yrs, 5ft 11in,<br />
					
					
													
						Protestant,
					
					
													
						Christian, 
						
					
						
						Foreign language ,<br />
																							
					
					
					
				
					
							Ph.D. (Doctorate), 				
					
						  	
					
					Science, <br />
					 
					
					Others,
					 Germany",,,,,,,,,,,,,Yes,5ft 11in,5ft 3in to 5ft 10in,,Unspecified Don't wish to specify,,"
						15 Apr 2013",,,,Divorced,Never Married,,Foreign language,Foreign language,,Science,othm146178,,Christian,Hindu,,,,,None,,,,,,,44 to 65 [Kgs],
"I am a good looking,good nature, god fearing,having good habits,respects peoplematured,kind nature,having my business in moderate scale enough to live comfortably","I look girls of good looking,moderate employed or not,adjustable type respects elders god fearing good nature,matured adjustable with family peoples,love cooking",,,31 Mar 1959,09:30:00,India,,,,,Brahmin,,Others,,,,Self,B.Sc (Science),"54 yrs, 5ft 3in,<br />
					
					
													
						Brahmin,
					
					
													
						Hindu, 
						
					
						
						Hindi ,<br />
																							
					
					
					
				
					
							B.Sc (Science), 				
					
						  	
					
					Business Owner / Entrepreneur, <br />
					 
					
					Rest of Tamil Nadu,
					 India",,,,,Doesn't Matter,,,,,,,,No,5ft 3in,,Yes,Unspecified Don't wish to specify,,"
						30 Jul 2013",,No,,Never Married,Never Married,,Hindi,Hindi,,Business Owner / Entrepreneur,tamm144649,Sagitiarius,Hindu,Hindu,,,,,,,,,,,,,
"Am a well settled man working with a large multinational air catering company since the last fourteen years. I am fond of soft music, dancing,going on long drives on my bike,all animals especially dogs.",should have a loving nature towards all-humans and animals.,My father expired when i was in my teens. My mother is living and stays on her own. I have no brothers or sisters.,34 to 42,23 Sep 1962,06:05:00,India,Mumbai,Slim,Doesn't Matter,,,,,,Wheatish ,Doesn't Matter,Self,Others,"51 yrs, 5ft 7in,<br />
					
					
					
					
													
						Parsi, 
						
					
						
						Gujarati ,<br />
																							
					
					
					
				
					
							Others, 				
					
						  	
					
					Others, <br />
					 
					
					Mumbai,
					 India",Yes,Doesn't Matter,Non Vegetarian,Doesn't Matter,Doesn't Matter,Private Sector,,Others,Doesn't Matter,,,,No,5ft 7in,4ft 7in to 5ft 8in,,INR 2 lakhs to 3 lakhs,,"
						04 Aug 2013",,Do Not Know,,Divorced,Doesn't Matter,,Gujarati,Doesn't Matter,,Others,shaps62_in,,Parsi,Parsi,,Moderate,Doesn't Matter,None,None,Middle Class,Doesn't Matter,,,Liberal,Liberal,55 Kgs,
"I am from Arebhashe Gowda Family. we value culture and respect it. I am looking for well educated gowda gal from South Canara, Udupi, Coorg or Chikmagalooru districts. Gal should be PG or graduate ready to work in Bangalore or ready to live with me in my home town is at South canara as the case may be. Gal should be fair and slim.",,,28 to 30,09 Mar 1947,,,,Slim,,,Orthodox,Gowda,,,Dark ,,Self,MDS (Master of Dental Surgery),"66 yrs, 5ft 11in,<br />
					
					
													
						Orthodox,
					
					
													
						Christian, 
						
					
						
						English ,<br />
																							
					
					
					
				
					
							MDS (Master of Dental Surgery), 				
					
						  	
					
					Education/ Training, <br />
					 
					
					Saint Andrews,
					 Canada",Occasionally,,Non Vegetarian,,,Public Sector,,,,,,,No,5ft 11in,5ft to 5ft 4in,,POUND &pound;40k to 50k,,"
						07 Feb 2013",,Yes,,Never Married,Never Married,,English,"Kannada,Tulu",,Education/ Training,SMM1421938,,Christian,Hindu,,No,,None,,,,Christian - Evangelist,,,,,
"Am BE / MBA working as VP in multinational company , financially very stable , attractive , physically built , keen in sports . gymnasium , like travelling aswell","Attractive , open minded, would like to have  companionship  initially &amp;   then proceed.Will prefer seperated/ divorced with intrests in travelling / sight seing / swimming.Am looking for a modern outlook companion.",,45 to 55,27 May 1950,,India,,Doesn't Matter,,,,,,,Doesn't Matter,,Self,MBA/PGDM,"63 yrs, 5ft 8in,<br />
					
					
					
					
													
						Hindu, 
						
					
						
						Marathi ,<br />
																							
					
					
					
				
					
							MBA/PGDM, 				
					
						  	
					
					Manufacturing/ Engineering/ R&D;, <br />
					 
					
					Mumbai,
					 India",Occasionally,Doesn't Matter,Vegetarian,Doesn't Matter,,,,,,,,,No,5ft 8in,5ft 1in to 5ft 7in,,Unspecified Don't wish to specify,,"
						23 Jul 2013",,Do Not Know,,Divorced,Divorced,,Marathi,Doesn't Matter,,Manufacturing/ Engineering/ R&D;,mumm326053,,Hindu,Hindu,,Moderate,Doesn't Matter,,,,,,,,,,
"I AM A WIDOWER LOOKING FOR A YOUNG BRIDE.I LIKE LOBSTERS, CRABS AND PRAWNS. I AM COMPUTER FANATIC. I LIKE TRAVELLING TO FOREIGN COUNTRIES AND TRYING NEW DISHES. I AM 65 YEARS OLD AND RETIRED. A GIRL OF ANY CASTE, CREED OR RELIGION IS WELCOME",,,21 to 36,29 Oct 1946,23:51:00,India,Lucknow,Average,Average,,Sindhi,,,,Fair ,Fair,Self,Intermediate,"67 yrs, 5ft 9in,<br />
					
					
													
						Sindhi,
					
					
													
						Hindu, 
						
					
						
						Sindhi ,<br />
																							
					
					
					
				
					
							Intermediate, 				
					
						  	
					
					Non Working, <br />
					 
					
					Pune,
					 India",Occasionally,Occasionally,Non Vegetarian,Non Vegetarian,,,,Others,Doesn't Matter,,,,Yes,5ft 9in,5ft 5in to 5ft 7in,,INR 2 lakhs to 3 lakhs,,"
						13 Mar 2013",,No,No,Widowed,Doesn't Matter,,Sindhi,"Doesn't Matter,Doesn't Matter",,Non Working,punm896694,Scorpio,Hindu,Hindu,,No,No,None,None,Upper Middle Class,Doesn't Matter,,,Moderate,Doesn't Matter,75 Kgs,50 to 55 [Kgs]
he is a very good hearted man and lookig for who is interested him he can share his ideas to discuss with her personally if she is intersted now .                        interested,she is good understandig person by giving her openions and  hiving lovely nature by giving good moral values .she would not only partner in my life she be a well wisher of mine . these are the few words about my fried expressons ,,,03 Apr 1953,,India,,Doesn't Matter,,,,,,,Very Fair,,Friend,M.Sc. (Science),"60 yrs, 5ft 6in,<br />
					
					
					
					
													
						Others, 
						
					
						
						Hindi ,<br />
																							
					
					
					
				
					
							M.Sc. (Science), 				
					
						  	
					
					Business Owner / Entrepreneur, <br />
					 
					
					Vijayawada,
					 India",,,,,Doesn't Matter,,,Doesn't Matter,,,,,Yes,5ft 6in,4ft 9in to 5ft 5in,,Unspecified Don't wish to specify,,"
						26 Jul 2013",,Do Not Know,,Divorced,Never Married,,Hindi,Telugu,,Business Owner / Entrepreneur,vijm176166,,Others,Others,,,,,Doesn't Matter,Middle Class,,,,,Liberal,,
"I am basically an I.I.T Mechanical engineer of 1983 batch. I am a highly successful marketing personality in the area of high technology engineering field,specifically in industrial marketing. I have an experience of more than 24 years of rich career experience with reputed companies like Bajaj Auto, Widia (i)ltd(german multinational) and many other companies of high reputation. Now on my own business of consultancy in the area of sales/business development/ business management to various upcoming technology companies. Family background-youngest of three,brother and sister well settled,mother-housewife and stays with all of us in rotation. Mother financially fully independent and takes care of herself at the age of 75. I have a daughter and staying seperately. She is 18 years and doing B.Sc computers. She is very brillient,self made and extremely well behaved. She has  achieved many( national and international) awards in debates in English. We are a highly educated family with high ethics and moral standards. We are extremely open minded and progressive in our outlook. Myself now willing to move to any place in the world for business opportunities.","She should be extremely intellent, very smart, youthful, dynamic, courageous with high energy,open-minded,pure at heart,loving and kind. She should be a very high thinking personality flunt in written,spoken english and should be able to communicate well with high class-/highly educated people from world over, at ease. She should be fairly good looking ,however only good looks without above qualities ,will not be acceptable. High sense of humour is a must as this is a sign of high intelligence. Min. graduation in any stream is essential and international exposure is necessary.
Hindu, Parsi,Jain ,foreigner witha high class background is acceptable. Only exceptional personality as described above should contact.",,,21 Jan 1959,07:30:00,India,Pune,,,,Brahmin - Kokanastha,,,,,,Self,BE B.Tech (Engineering),"54 yrs, 5ft 3in,<br />
					
					
													
						Brahmin - Kokanastha,
					
					
													
						Hindu, 
						
					
						
						Marathi ,<br />
																							
					
					
					
				
					
							BE B.Tech (Engineering), 				
					
						  	
					
					Health Care, <br />
					 
					
					Pune,
					 India",Occasionally,Doesn't Matter,Vegetarian,Doesn't Matter,,Others,,Joint family only mother,Doesn't Matter,,,,Yes,5ft 3in,,,INR Respectable Amount,,"
						12 Jul 2013",,Yes,Do Not Know,Divorced,Never Married,,Marathi,English,,Health Care,punm829511,Aquarius,Hindu,Others,,No,Doesn't Matter,,,Upper Middle Class,High Class,,,Moderate,Moderate,,
American male seeks asian for love and marriage.  Willing to travel and relocate anywhere in the world.  Financially secure and willing to take very good care of my new wife.,"Honesty, sweet, kind, loving.",All living family members are professional,19 to 30,20 Aug 1949,01:30:00,,Illinois,Average,Average,,Catholic,,,,Fair ,Fair,Self,B.Sc (Science),"64 yrs, 6ft 1in,<br />
					
					
					
					
													
						Christian, 
						
					
						
						English ,<br />
																							
					
					
					
				
					
							B.Sc (Science), 				
					
						  	
					
					Others, <br />",Occasionally,Doesn't Matter,Non Vegetarian,Doesn't Matter,Doesn't Matter,,,Joint family both parents,Others,,,,Yes,6ft 1in,5ft to 5ft 10in,,US$ 50 thousand to  1 lakh,,"
						19 Apr 2013",,No,,Divorced,Never Married,,English,Doesn't Matter,,Others,bernie,,Christian,Christian,,No,No,None,None,Middle Class,Doesn't Matter,,,Traditional,Moderate,205 Pounds,
"I'm a humanitarian and believe in gross human cooperation and developmnt. I would like anyone to be my partner in life who is extremely honest, needy, empathetic and have the courage to face life as it comes. My partner would lead a dignified life of great social respect and fame. Anyone who needs my help as a partner in life - can hold my hand.","I look for a woman of substance, with intelligence and human values - no greed or lust in place. Should be honest and simple with no glamour to add. Those in the profession of journalism, advertising, alternative medicine are welcome partners.",,42 to 45,12 Sep 1959,12:00:00,India,Bangalore,Slim,,,Brahmin,,Rest of Delhi,,Wheatish,,Self,Others,"54 yrs, 5ft 9in,<br />
					
					
													
						Brahmin,
					
					
													
						Hindu, 
						
					
						
						Malayalam ,<br />
																							
					
					
					
				
					
							Others, 				
					
						  	
					
					Advertising/ Entertainment/ Media, <br />
					 
					
					Delhi,
					 India",No,No,Vegetarian,Vegetarian,Other Post Graduation,,,Nuclear,Nuclear,,,,No,5ft 9in,5ft 5in to 5ft 7in,,Unspecified Don't wish to specify,,"
						19 Apr 2013",,No,,Divorced,Divorced,,Malayalam,Malayalam,,Advertising/ Entertainment/ Media,delm1325140,Virgo,Hindu,Hindu,,No,No,,None,Middle Class,Middle Class,,,Moderate,Moderate,,
